input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost
Jakie są szkolenia na temat skutecznych prezentacji biznesowych w Warszawie w lipcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lepsze prezentacje-bardziej efektywne i przekonywujące!

	Date:  Tuesday, July 22, 2025 at 05:00 PM

	End Date: Tuesday, July 22, 2025 at 07:30 PM

	Location:  sala ślubów Urzędu Dzielnicy Targówek, ul. L. Kondratowicza 20

	Brief Summary: Szkolenie w Warszawie na Targówku, które nauczy skutecznych prezentacji i sprzedaży pomysłów oraz produktów, prowadzone przez doświadczonego trenera.

	More details can be found here: https://biznes.um.warszawa.pl/-/-lepsze-prezentacje-bardziej-efektywne-i-przekonywujace-

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je bardzo dobrym dopasowaniem.","Title: Lepsze prezentacje-bardziej efektywne i przekonywujące!
Date: 22 lipca 2025 roku, godz. 17:00-19:30
Location: sala ślubów Urzędu Dzielnicy Targówek, ul. L. Kondratowicza 20, Warszawa",Factual Correctness [GEval],0.8777299866333615,0.5,True,"The actual output event title includes all key words from the expected title with correct spelling and punctuation. The event date matches exactly in terms of day, month, year, and time, though formatted differently. The location in the actual output contains the expected location with minor abbreviation differences and lacks the explicit mention of 'Warszawa,' but the venue name implies the city. All expected event details are present in the actual output's brief summary. The only minor shortcoming is the missing explicit city name in the location.",gpt-4.1-mini,0
Jakie są szkolenia na temat skutecznych prezentacji biznesowych w Warszawie w lipcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lepsze prezentacje-bardziej efektywne i przekonywujące!

	Date:  Tuesday, July 22, 2025 at 05:00 PM

	End Date: Tuesday, July 22, 2025 at 07:30 PM

	Location:  sala ślubów Urzędu Dzielnicy Targówek, ul. L. Kondratowicza 20

	Brief Summary: Szkolenie w Warszawie na Targówku, które nauczy skutecznych prezentacji i sprzedaży pomysłów oraz produktów, prowadzone przez doświadczonego trenera.

	More details can be found here: https://biznes.um.warszawa.pl/-/-lepsze-prezentacje-bardziej-efektywne-i-przekonywujace-

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je bardzo dobrym dopasowaniem.","Title: Lepsze prezentacje-bardziej efektywne i przekonywujące!
Date: 22 lipca 2025 roku, godz. 17:00-19:30
Location: sala ślubów Urzędu Dzielnicy Targówek, ul. L. Kondratowicza 20, Warszawa",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about business presentation training in Warsaw in July 2025 without any irrelevant information. It is as relevant and focused as possible.,gpt-4.1-mini,0
Jakie są szkolenia na temat skutecznych prezentacji biznesowych w Warszawie w lipcu 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lepsze prezentacje-bardziej efektywne i przekonywujące!

	Date:  Tuesday, July 22, 2025 at 05:00 PM

	End Date: Tuesday, July 22, 2025 at 07:30 PM

	Location:  sala ślubów Urzędu Dzielnicy Targówek, ul. L. Kondratowicza 20

	Brief Summary: Szkolenie w Warszawie na Targówku, które nauczy skutecznych prezentacji i sprzedaży pomysłów oraz produktów, prowadzone przez doświadczonego trenera.

	More details can be found here: https://biznes.um.warszawa.pl/-/-lepsze-prezentacje-bardziej-efektywne-i-przekonywujace-

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione przez to wydarzenie, co czyni je bardzo dobrym dopasowaniem.","Title: Lepsze prezentacje-bardziej efektywne i przekonywujące!
Date: 22 lipca 2025 roku, godz. 17:00-19:30
Location: sala ślubów Urzędu Dzielnicy Targówek, ul. L. Kondratowicza 20, Warszawa",Faithfulness,1.0,0.6,True,The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context.,gpt-4.1-mini,0
Jakie są pokazy filmowe na świeżym powietrzu w Warszawie w lipcu 2025 roku związane z Wojciechem Jerzym Hasem?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Wednesday, July 02, 2025 at 06:00 PM

	End Date: Wednesday, July 30, 2025 at 09:30 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności (CKiA), ul. Siarczana 6; Park Wiecha; Dom Kultury Świt, ul. Wysockiego 11; Plac Trynopolski (Osiedle Wilno); Dom Kultury Zacisze, ul. Blokowa 1; Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku to cykl bezpłatnych seansów filmowych pod gołym niebem w lipcu 2025, z filmami dla dzieci i dorosłych, odbywających się w różnych lokalizacjach dzielnicy Targówek w Warszawie.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności w lokalizacji, dacie i typie wydarzenia, brak powiązania z Wojciechem Jerzym Hasem jest kluczowym brakiem, który powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Halo, kino Tęcza: Rysopis znaleziony po latach. Wojciech Jerzy Has
Date: 03.07.2025 21:00 - 22:30
Location: dziedziniec przy Teatrze Komedia, Warszawa",Factual Correctness [GEval],0.2004246152910334,0.5,False,"The actual output includes a title and date, but neither matches the expected title 'Halo, kino Tęcza: Rysopis znaleziony po latach. Wojciech Jerzy Has' nor the specific date and time '03.07.2025 21:00 - 22:30'. The location in the actual output is related to Targówek, which differs significantly from the expected 'dziedziniec przy Teatrze Komedia, Warszawa'. While the actual output contains event details, it fails to align key elements of title, date, and location with the expected output.",gpt-4.1-mini,0
Jakie są pokazy filmowe na świeżym powietrzu w Warszawie w lipcu 2025 roku związane z Wojciechem Jerzym Hasem?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Wednesday, July 02, 2025 at 06:00 PM

	End Date: Wednesday, July 30, 2025 at 09:30 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności (CKiA), ul. Siarczana 6; Park Wiecha; Dom Kultury Świt, ul. Wysockiego 11; Plac Trynopolski (Osiedle Wilno); Dom Kultury Zacisze, ul. Blokowa 1; Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku to cykl bezpłatnych seansów filmowych pod gołym niebem w lipcu 2025, z filmami dla dzieci i dorosłych, odbywających się w różnych lokalizacjach dzielnicy Targówek w Warszawie.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności w lokalizacji, dacie i typie wydarzenia, brak powiązania z Wojciechem Jerzym Hasem jest kluczowym brakiem, który powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Halo, kino Tęcza: Rysopis znaleziony po latach. Wojciech Jerzy Has
Date: 03.07.2025 21:00 - 22:30
Location: dziedziniec przy Teatrze Komedia, Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the query about outdoor film screenings in Warsaw in July 2025 related to Wojciech Jerzy Has, with no irrelevant information included.",gpt-4.1-mini,0
Jakie są pokazy filmowe na świeżym powietrzu w Warszawie w lipcu 2025 roku związane z Wojciechem Jerzym Hasem?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Wednesday, July 02, 2025 at 06:00 PM

	End Date: Wednesday, July 30, 2025 at 09:30 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności (CKiA), ul. Siarczana 6; Park Wiecha; Dom Kultury Świt, ul. Wysockiego 11; Plac Trynopolski (Osiedle Wilno); Dom Kultury Zacisze, ul. Blokowa 1; Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku to cykl bezpłatnych seansów filmowych pod gołym niebem w lipcu 2025, z filmami dla dzieci i dorosłych, odbywających się w różnych lokalizacjach dzielnicy Targówek w Warszawie.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności w lokalizacji, dacie i typie wydarzenia, brak powiązania z Wojciechem Jerzym Hasem jest kluczowym brakiem, który powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Halo, kino Tęcza: Rysopis znaleziony po latach. Wojciech Jerzy Has
Date: 03.07.2025 21:00 - 22:30
Location: dziedziniec przy Teatrze Komedia, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0
wystawa jubileuszowa teatru w Warszawie w 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Wystawa ""50 lat do Kwadratu""

	Date:  Thursday, May 22, 2025 at 05:00 PM

	End Date: Sunday, July 27, 2025 at 07:00 PM

	Location:  Teatr Kwadrat, Marszałkowska 138

	Brief Summary: Wystawa jubileuszowa ""50 lat do Kwadratu"" w Teatrze Kwadrat prezentuje 50 lat historii teatru poprzez plakaty, zdjęcia, fragmenty spektakli i archiwalne materiały.

	More details can be found here: https://kultura.um.warszawa.pl/-/teatr-kwadrat-50-lat-wystawa-jubileuszowa

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione, co czyni to wydarzenie idealnym dopasowaniem.","Title: Wystawa ""50 lat do Kwadratu""
Date: 22.05.2025 17:00 - 27.07.2025 19:00
Location: Teatr Kwadrat, Marszałkowska 138, Warszawa",Factual Correctness [GEval],0.7903510157716014,0.5,True,"The actual title contains the expected title exactly, fulfilling the first criterion. The date matches in terms of start and end times, though formatted differently, which is acceptable. The location includes the expected location details but omits 'Warszawa,' a minor variation allowed by the evaluation steps. Collectively, the fields encompass the expected details well, but the missing city name slightly reduces completeness.",gpt-4.1-mini,0
wystawa jubileuszowa teatru w Warszawie w 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Wystawa ""50 lat do Kwadratu""

	Date:  Thursday, May 22, 2025 at 05:00 PM

	End Date: Sunday, July 27, 2025 at 07:00 PM

	Location:  Teatr Kwadrat, Marszałkowska 138

	Brief Summary: Wystawa jubileuszowa ""50 lat do Kwadratu"" w Teatrze Kwadrat prezentuje 50 lat historii teatru poprzez plakaty, zdjęcia, fragmenty spektakli i archiwalne materiały.

	More details can be found here: https://kultura.um.warszawa.pl/-/teatr-kwadrat-50-lat-wystawa-jubileuszowa

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione, co czyni to wydarzenie idealnym dopasowaniem.","Title: Wystawa ""50 lat do Kwadratu""
Date: 22.05.2025 17:00 - 27.07.2025 19:00
Location: Teatr Kwadrat, Marszałkowska 138, Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response is fully relevant to the input about the jubilee exhibition of the theater in Warsaw in 2025, with no irrelevant statements present.",gpt-4.1-mini,0
wystawa jubileuszowa teatru w Warszawie w 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Wystawa ""50 lat do Kwadratu""

	Date:  Thursday, May 22, 2025 at 05:00 PM

	End Date: Sunday, July 27, 2025 at 07:00 PM

	Location:  Teatr Kwadrat, Marszałkowska 138

	Brief Summary: Wystawa jubileuszowa ""50 lat do Kwadratu"" w Teatrze Kwadrat prezentuje 50 lat historii teatru poprzez plakaty, zdjęcia, fragmenty spektakli i archiwalne materiały.

	More details can be found here: https://kultura.um.warszawa.pl/-/teatr-kwadrat-50-lat-wystawa-jubileuszowa

Why this is a good match:
Wszystkie kryteria użytkownika (temat, lokalizacja, data, typ wydarzenia) są spełnione, co czyni to wydarzenie idealnym dopasowaniem.","Title: Wystawa ""50 lat do Kwadratu""
Date: 22.05.2025 17:00 - 27.07.2025 19:00
Location: Teatr Kwadrat, Marszałkowska 138, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0
Gdzie i kiedy odbywają się biegowe treningi na Tarchominie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Biegowe Treningi na Tarchominie

	Date:  Wednesday, September 03, 2025 at 07:00 PM

	End Date: Wednesday, December 03, 2025 at 08:30 PM

	Price: Brak informacji o opłatach, zapisy na zajęcia przez e-mail: zbigniewmamla54@gmail.com.

	Location:  tereny bieżni boiska zewnętrznego przy Szkole Podstawowej nr 344, ul. Erazma z Zakroczymia 15

	Brief Summary: Biegowe treningi na Tarchominie to cykl zajęć dla dorosłych biegaczy, odbywających się od września do grudnia 2025 roku pod okiem doświadczonego trenera.

	More details can be found here: https://bialoleka.um.warszawa.pl/-/biegowe-treningi-na-tarchominie-1

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat, lokalizację, datę i typ wydarzenia. Jest to idealne dopasowanie do wymagań użytkownika.","Title: Biegowe Treningi na Tarchominie
Date: od 19.02.2025 do 03.12.2025, w czwartki od 19:00 do 20:30 (z wyłączeniem okresu wakacyjnego 02.07 – 27.08.2025)
Location: Tereny bieżni boiska zewnętrznego przy Szkole Podstawowej nr 344, ul. Erazma z Zakroczymia 15, Warszawa",Factual Correctness [GEval],0.707253099643915,0.5,True,"The actual title matches the expected title exactly, fulfilling the first step. The date in actual output differs from the expected date range and format, providing only a single date and time rather than the full range and weekly schedule, which partially fails the second step. The location in actual output contains the key details from expected output with minor naming variations and omission of 'Warszawa,' which is acceptable per the evaluation criteria, satisfying the third step. Overall, the actual output includes all three elements but with incomplete date information, leading to a moderate alignment.",gpt-4.1-mini,0
Gdzie i kiedy odbywają się biegowe treningi na Tarchominie w 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Biegowe Treningi na Tarchominie

	Date:  Wednesday, September 03, 2025 at 07:00 PM

	End Date: Wednesday, December 03, 2025 at 08:30 PM

	Price: Brak informacji o opłatach, zapisy na zajęcia przez e-mail: zbigniewmamla54@gmail.com.

	Location:  tereny bieżni boiska zewnętrznego przy Szkole Podstawowej nr 344, ul. Erazma z Zakroczymia 15

	Brief Summary: Biegowe treningi na Tarchominie to cykl zajęć dla dorosłych biegaczy, odbywających się od września do grudnia 2025 roku pod okiem doświadczonego trenera.

	More details can be found here: https://bialoleka.um.warszawa.pl/-/biegowe-treningi-na-tarchominie-1

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat, lokalizację, datę i typ wydarzenia. Jest to idealne dopasowanie do wymagań użytkownika.","Title: Biegowe Treningi na Tarchominie
Date: od 19.02.2025 do 03.12.2025, w czwartki od 19:00 do 20:30 (z wyłączeniem okresu wakacyjnego 02.07 – 27.08.2025)
Location: Tereny bieżni boiska zewnętrznego przy Szkole Podstawowej nr 344, ul. Erazma z Zakroczymia 15, Warszawa",Answer Relevancy,0.36363636363636365,0.7,False,"The score is 0.36 because the response includes several irrelevant details such as fees, registration, and coach supervision that do not address the specific question about where and when the running training sessions on Tarchomin in 2025 take place. However, it is not lower because it does mention the event and attempts to match user criteria, showing some relevance to the query.",gpt-4.1-mini,0
